week_number,month,province,product_name,category,avg_temperature_level,rainfall_level,tourism_level,payday_week,holiday_type,festival_season,school_season,urbanization_level,avg_income_level,demand_score,estimated_units_sold
52,December,North Western,Ice Cream,Frozen Foods,Medium,Medium,Low,Yes,Christmas,Yes,No,Medium,Medium,429.59,506
41,October,Uva,Coconut Oil,Cooking Essentials,Medium,Low,Low,No,None,No,Yes,Low,Low,260.43,199
8,February,Southern,Coca-Cola,Beverages,Medium,Medium,High,Yes,Poya,Yes,Yes,Medium,Medium,1093.76,1354
50,December,North Western,Arrack,Alcohol,Medium,Medium,Low,No,None,No,No,Medium,Medium,280.7,335
7,February,Eastern,Elephant Ginger Beer,Beverages,Medium,High,Medium,No,None,No,Yes,Low,Low,255.88,194
45,November,Eastern,Arrack,Alcohol,Medium,High,Medium,No,Deepavali,Yes,Yes,Low,Low,228.89,197
8,February,Central,Frozen Fish,Frozen Foods,Medium,Medium,High,No,Poya,Yes,Yes,Medium,Medium,413.46,480
49,December,Western,Jaggery,Sweeteners,Medium,Medium,Medium,No,None,No,No,High,High,789.94,1143
50,December,Eastern,Dhal,Staples,Medium,High,Medium,No,None,No,No,Low,Low,316.39,273
44,November,Eastern,Pepsi,Beverages,Medium,High,Medium,Yes,Deepavali,Yes,Yes,Low,Low,241.34,195
28,July,Eastern,Red Rice,Staples,High,Low,High,Yes,None,No,Yes,Low,Low,235.72,182
11,March,Western,Rice Flour,Staples,High,Low,Medium,Yes,None,No,Yes,High,High,607.52,1121
20,May,Western,Ritzbury Chocolate,Snacks,High,High,Medium,Yes,Vesak,Yes,Yes,High,High,839.71,1362
24,June,Northern,Sunflower Oil,Cooking Essentials,High,Low,Low,No,None,No,Yes,Low,Low,434.48,365
28,July,North Western,Maggi Noodles,Instant Foods,High,Medium,Low,No,None,No,Yes,Medium,Medium,504.94,516
7,February,North Western,Coca-Cola,Beverages,Medium,Medium,Low,No,None,No,Yes,Medium,Medium,556.55,665
24,June,Uva,Wheat Flour,Staples,High,Medium,Low,No,None,No,Yes,Low,Low,259.89,202
7,February,North Western,Ritzbury Chocolate,Snacks,Medium,Medium,Low,No,None,No,Yes,Medium,Medium,401.16,435
22,May,Central,Pepsi,Beverages,Medium,High,Medium,No,None,No,Yes,Medium,Medium,605.14,863
20,May,Western,Anchor Milk Powder,Dairy,High,High,Medium,Yes,Vesak,Yes,Yes,High,High,940.1,1708
52,December,Southern,Jaggery,Sweeteners,Medium,Medium,High,Yes,Christmas,Yes,No,Medium,Medium,485.79,569
29,July,Uva,Elephant Ginger Beer,Beverages,High,Medium,Low,No,None,No,Yes,Low,Low,305.14,247
5,February,Western,Washing Powder,Household,Medium,Medium,Medium,No,None,No,Yes,High,High,635.49,982
26,June,North Central,Wheat Flour,Staples,High,Low,Low,No,Poya,Yes,Yes,Low,Low,377.6,322
43,October,Uva,Sugar,Sweeteners,Medium,Low,Low,No,None,No,Yes,Low,Low,229.26,198
47,November,Central,Sugar,Sweeteners,Medium,Medium,Medium,Yes,Poya,Yes,Yes,Medium,Medium,335.36,403
6,February,Uva,Munchee Biscuits,Snacks,Medium,Medium,Low,No,None,No,Yes,Low,Low,248.46,232
33,August,Eastern,Lion Beer,Alcohol,High,Low,High,No,None,No,Yes,Low,Low,412.01,368
15,April,Central,Frozen Fish,Frozen Foods,Medium,Low,Medium,Yes,Sinhala_Tamil_New_Year,Yes,No,Medium,Medium,689.4,857
13,March,Northern,Sugar,Sweeteners,High,Medium,Low,No,Poya,Yes,Yes,Low,Low,267.11,250
23,June,Central,Anchor Milk Powder,Dairy,Low,High,Medium,Yes,None,No,Yes,Medium,Medium,792.17,902
22,May,Southern,Lantern Materials,Seasonal/Ritual,High,High,Medium,No,None,No,Yes,Medium,Medium,471.02,614
3,January,Uva,Ice Cream,Frozen Foods,Medium,Medium,Low,No,None,No,Yes,Low,Low,267.21,186
50,December,Uva,Red Rice,Staples,Medium,Medium,Low,No,None,No,No,Low,Low,308.38,245
5,February,Northern,Sugar,Sweeteners,Medium,High,Low,No,None,No,Yes,Low,Low,315.46,278
12,March,North Western,Red Rice,Staples,High,Low,Low,Yes,None,No,Yes,Medium,Medium,444.98,617
25,June,Northern,Rice Flour,Staples,High,Low,Low,No,None,No,Yes,Low,Low,341.2,245
36,September,North Western,Washing Powder,Household,Medium,Medium,Low,No,None,No,Yes,Medium,Medium,311.61,342
21,May,North Central,Sunflower Oil,Cooking Essentials,High,Low,Low,No,Vesak,Yes,Yes,Low,Low,382.78,254
9,March,North Central,Sunflower Oil,Cooking Essentials,High,Medium,Medium,No,None,No,Yes,Low,Low,269.86,223
2,January,Eastern,Coca-Cola,Beverages,Medium,High,Medium,No,None,No,Yes,Low,Low,231.09,175
31,July,Eastern,Elephant Ginger Beer,Beverages,High,Low,High,Yes,None,No,Yes,Low,Low,830.29,702
47,November,Southern,Anchor Milk Powder,Dairy,Medium,Medium,High,Yes,Poya,Yes,Yes,Medium,Medium,600.07,713
1,January,North Central,Tea Leaves,Beverages,Medium,High,Medium,No,Christmas,Yes,Yes,Low,Low,215.96,218
36,September,Eastern,MD Crackers,Snacks,Medium,Low,Medium,Yes,None,No,Yes,Low,Low,405.62,351
9,March,North Western,Anchor Milk Powder,Dairy,High,Low,Low,No,None,No,Yes,Medium,Medium,564.52,681
41,October,Central,Frozen Fish,Frozen Foods,Medium,Low,Medium,No,None,No,Yes,Medium,Medium,476.13,648
49,December,Central,Coconut Oil,Cooking Essentials,Medium,Medium,Medium,No,None,No,No,Medium,Medium,280.24,294
5,February,Sabaragamuwa,Dhal,Staples,Medium,Medium,Low,No,None,No,Yes,Low,Medium,372.4,347
22,May,Sabaragamuwa,Ritzbury Chocolate,Snacks,High,High,Low,No,None,No,Yes,Low,Medium,244.17,195
24,June,Central,Tea Leaves,Beverages,Low,High,Medium,Yes,None,No,Yes,Medium,Medium,2000,2425
11,March,Uva,Lion Beer,Alcohol,High,Low,Low,No,None,No,Yes,Low,Low,200.18,178
37,September,Northern,Elephant Ginger Beer,Beverages,Medium,Low,Low,No,None,No,Yes,Low,Low,237.19,198
7,February,Northern,Dhal,Staples,Medium,High,Low,Yes,None,No,Yes,Low,Low,390.68,370
33,August,North Central,Maggi Noodles,Instant Foods,High,Low,Low,No,None,No,Yes,Low,Low,415.67,298
20,May,Northern,Ritzbury Chocolate,Snacks,High,Low,Low,Yes,Vesak,Yes,Yes,Low,Low,322.66,267
11,March,Southern,Red Rice,Staples,High,Low,High,Yes,None,No,Yes,Medium,Medium,440.75,543
48,November,Southern,Coca-Cola,Beverages,Medium,Medium,High,No,None,No,Yes,Medium,Medium,769.15,896
44,November,North Central,Tea Leaves,Beverages,Medium,High,Low,No,Deepavali,Yes,Yes,Low,Low,597.05,506
41,October,Eastern,Lantern Materials,Seasonal/Ritual,Medium,Medium,Medium,No,None,No,Yes,Low,Low,265.86,226
49,December,Sabaragamuwa,Prima Noodles,Instant Foods,Medium,Medium,Low,No,None,No,No,Low,Medium,358.58,346
4,January,North Western,Anchor Milk Powder,Dairy,Medium,Medium,Low,Yes,Poya,Yes,Yes,Medium,Medium,496.67,648
50,December,Northern,Red Rice,Staples,Medium,High,Low,No,None,No,No,Low,Low,351.32,321
50,December,Northern,Candles,Seasonal/Ritual,Medium,High,Low,No,None,No,No,Low,Low,258.97,220
28,July,Eastern,Prima Noodles,Instant Foods,High,Low,High,Yes,None,No,Yes,Low,Low,312.7,306
8,February,Sabaragamuwa,Coca-Cola,Beverages,Medium,Medium,Low,No,Poya,Yes,Yes,Low,Medium,347.3,304
3,January,Uva,Rice Flour,Staples,Medium,Medium,Low,Yes,None,No,Yes,Low,Low,243.92,188
44,November,Western,Arrack,Alcohol,Medium,Medium,Medium,Yes,Deepavali,Yes,Yes,High,High,1319.84,2055
32,August,Northern,Milo,Dairy,High,Low,Low,Yes,None,No,Yes,Low,Low,439.58,376
7,February,Central,Sugar,Sweeteners,Medium,Medium,High,No,None,No,Yes,Medium,Medium,456.54,590
42,October,Central,Canned Fish,Canned Goods,Medium,Low,Medium,No,Poya,Yes,Yes,Medium,Medium,379.21,416
42,October,Northern,Prima Noodles,Instant Foods,Medium,Medium,Low,No,Poya,Yes,Yes,Low,Low,388.74,322
25,June,Uva,Munchee Biscuits,Snacks,High,Medium,Low,No,None,No,Yes,Low,Low,257.71,229
29,July,Southern,Dhal,Staples,High,High,Medium,No,None,No,Yes,Medium,Medium,376.88,422
33,August,Eastern,Ice Cream,Frozen Foods,High,Low,High,No,None,No,Yes,Low,Low,638.05,570
10,March,Northern,Arrack,Alcohol,High,Medium,Low,No,None,No,Yes,Low,Low,253.35,220
11,March,Southern,Ritzbury Chocolate,Snacks,High,Low,High,Yes,None,No,Yes,Medium,Medium,568.18,668
48,November,Uva,Coca-Cola,Beverages,Medium,Medium,Low,No,None,No,Yes,Low,Low,245.88,195
35,August,Southern,Necto,Beverages,High,High,Medium,Yes,None,No,Yes,Medium,Medium,664.54,810
25,June,North Central,Jaggery,Sweeteners,High,Low,Low,No,None,No,Yes,Low,Low,201.26,190
43,October,Northern,Lantern Materials,Seasonal/Ritual,Medium,Medium,Low,Yes,None,No,Yes,Low,Low,199.02,163
11,March,North Western,Sugar,Sweeteners,High,Low,Low,No,None,No,Yes,Medium,Medium,435.69,656
45,November,Central,Lion Beer,Alcohol,Medium,Medium,Medium,No,Deepavali,Yes,Yes,Medium,Medium,415.81,498
31,July,Southern,Frozen Fish,Frozen Foods,High,High,Medium,No,None,No,Yes,Medium,Medium,245.64,272
18,May,Uva,Anchor Milk Powder,Dairy,High,Medium,Low,No,Eid,Yes,Yes,Low,Low,722.24,643
48,November,North Central,Ritzbury Chocolate,Snacks,Medium,High,Low,Yes,None,No,Yes,Low,Low,343.83,271
33,August,Central,Arrack,Alcohol,Low,High,High,No,None,No,Yes,Medium,Medium,338.17,387
23,June,Southern,Wheat Flour,Staples,High,High,Medium,Yes,None,No,Yes,Medium,Medium,410.05,444
29,July,Central,Anchor Milk Powder,Dairy,Low,High,High,No,None,No,Yes,Medium,Medium,638.31,592
34,August,Eastern,Coca-Cola,Beverages,High,Low,High,No,Poya,Yes,Yes,Low,Low,775.08,649
47,November,Sabaragamuwa,Coca-Cola,Beverages,Medium,Medium,Low,Yes,Poya,Yes,Yes,Low,Medium,341.1,292
44,November,North Western,Washing Powder,Household,Medium,Medium,Low,Yes,Deepavali,Yes,Yes,Medium,Medium,332.79,457
24,June,Uva,Necto,Beverages,High,Medium,Low,Yes,None,No,Yes,Low,Low,432.15,382
20,May,North Western,MD Crackers,Snacks,High,Medium,Low,No,Vesak,Yes,Yes,Medium,Medium,309.25,389
47,November,Sabaragamuwa,Maggi Noodles,Instant Foods,Medium,Medium,Low,No,Poya,Yes,Yes,Low,Medium,480.01,420
10,March,Eastern,Pepsi,Beverages,High,Medium,Medium,No,None,No,Yes,Low,Low,571.86,419
21,May,Central,Sugar,Sweeteners,Medium,High,Medium,No,Vesak,Yes,Yes,Medium,Medium,515.59,577
18,May,North Central,Red Rice,Staples,High,Low,Low,No,Eid,Yes,Yes,Low,Low,363.89,287
35,August,Central,Munchee Biscuits,Snacks,Low,High,High,No,None,No,Yes,Medium,Medium,615.81,740
9,March,Western,Ritzbury Chocolate,Snacks,High,Low,Medium,No,None,No,Yes,High,High,996.12,1548
34,August,North Central,Maggi Noodles,Instant Foods,High,Low,Low,No,Poya,Yes,Yes,Low,Low,337.51,293
1,January,Central,Candles,Seasonal/Ritual,Medium,Medium,High,No,Christmas,Yes,Yes,Medium,Medium,486.16,584
43,October,North Western,Prima Noodles,Instant Foods,Medium,Low,Low,Yes,None,No,Yes,Medium,Medium,599.79,793
51,December,Northern,MD Crackers,Snacks,Medium,High,Low,No,Christmas,Yes,No,Low,Low,552.92,443
36,September,Southern,Red Rice,Staples,Medium,High,Medium,Yes,None,No,Yes,Medium,Medium,496.89,670
24,June,North Western,Frozen Fish,Frozen Foods,High,Medium,Low,Yes,None,No,Yes,Medium,Medium,663.38,759
46,November,Western,Sunflower Oil,Cooking Essentials,Medium,Medium,Medium,No,None,No,Yes,High,High,555.8,971
11,March,Northern,Candles,Seasonal/Ritual,High,Medium,Low,Yes,None,No,Yes,Low,Low,255.51,215
46,November,Central,Tea Leaves,Beverages,Medium,Medium,Medium,No,None,No,Yes,Medium,Medium,674.54,808
17,April,Eastern,Dhal,Staples,High,Medium,Medium,No,Eid,Yes,No,Low,Low,744.78,579
31,July,North Central,Canned Fish,Canned Goods,High,Low,Low,Yes,None,No,Yes,Low,Low,307.03,285
31,July,Southern,Canned Fish,Canned Goods,High,High,Medium,No,None,No,Yes,Medium,Medium,599.08,857
15,April,Uva,Dhal,Staples,High,Low,Low,No,Sinhala_Tamil_New_Year,Yes,No,Low,Low,274.01,216
43,October,Southern,Rice Flour,Staples,Medium,Low,Medium,No,None,No,Yes,Medium,Medium,302.93,342
36,September,Northern,Arrack,Alcohol,Medium,Low,Low,Yes,None,No,Yes,Low,Low,271.63,221
35,August,Central,Coconut Oil,Cooking Essentials,Low,High,High,Yes,None,No,Yes,Medium,Medium,314.13,355
39,September,Northern,Ice Cream,Frozen Foods,Medium,Low,Low,Yes,None,No,Yes,Low,Low,404.25,379
26,June,North Central,Frozen Fish,Frozen Foods,High,Low,Low,No,Poya,Yes,Yes,Low,Low,420.21,288
37,September,Western,Elephant Ginger Beer,Beverages,Medium,High,Medium,No,None,No,Yes,High,High,837.36,1266
18,May,Uva,Washing Powder,Household,High,Medium,Low,No,Eid,Yes,Yes,Low,Low,371.48,355
27,July,Uva,Ritzbury Chocolate,Snacks,High,Medium,Low,Yes,None,No,Yes,Low,Low,419.01,335
33,August,Central,Ice Cream,Frozen Foods,Low,High,High,No,None,No,Yes,Medium,Medium,201.56,250
41,October,Eastern,Necto,Beverages,Medium,Medium,Medium,No,None,No,Yes,Low,Low,252.44,203
34,August,Southern,Wheat Flour,Staples,High,High,Medium,No,Poya,Yes,Yes,Medium,Medium,467.94,546
28,July,Central,MD Crackers,Snacks,Low,High,High,Yes,None,No,Yes,Medium,Medium,436.79,551
7,February,Western,Tea Leaves,Beverages,Medium,Medium,Medium,No,None,No,Yes,High,High,1190.26,1932
21,May,Sabaragamuwa,Necto,Beverages,High,High,Low,No,Vesak,Yes,Yes,Low,Medium,530.23,460
20,May,Central,Lion Beer,Alcohol,Medium,High,Medium,Yes,Vesak,Yes,Yes,Medium,Medium,80,101
43,October,Eastern,Sunflower Oil,Cooking Essentials,Medium,Medium,Medium,Yes,None,No,Yes,Low,Low,319.25,276
47,November,Sabaragamuwa,Pepsi,Beverages,Medium,Medium,Low,Yes,Poya,Yes,Yes,Low,Medium,452.88,398
50,December,Eastern,Anchor Milk Powder,Dairy,Medium,High,Medium,No,None,No,No,Low,Low,289.62,251
24,June,Sabaragamuwa,Dhal,Staples,High,High,Low,Yes,None,No,Yes,Low,Medium,283.47,231
15,April,North Western,Washing Powder,Household,High,Low,Low,No,Sinhala_Tamil_New_Year,Yes,No,Medium,Medium,505.5,606
11,March,Sabaragamuwa,Arrack,Alcohol,High,Low,Low,No,None,No,Yes,Low,Medium,488.79,364
26,June,Northern,Frozen Fish,Frozen Foods,High,Low,Low,No,Poya,Yes,Yes,Low,Low,344.85,254
41,October,Sabaragamuwa,Sugar,Sweeteners,Medium,Low,Low,No,None,No,Yes,Low,Medium,377.82,282
45,November,Eastern,Jaggery,Sweeteners,Medium,High,Medium,No,Deepavali,Yes,Yes,Low,Low,1115.74,1019
31,July,North Central,Coca-Cola,Beverages,High,Low,Low,No,None,No,Yes,Low,Low,419.44,353
22,May,North Western,Rice,Staples,High,Medium,Low,No,None,No,Yes,Medium,Medium,533.69,752
23,June,Sabaragamuwa,Wheat Flour,Staples,High,High,Low,Yes,None,No,Yes,Low,Medium,434.99,398
10,March,Eastern,Elephant Ginger Beer,Beverages,High,Medium,Medium,No,None,No,Yes,Low,Low,353.23,293
36,September,Central,Prima Noodles,Instant Foods,Low,High,Medium,Yes,None,No,Yes,Medium,Medium,832.24,922
36,September,Southern,Munchee Biscuits,Snacks,Medium,High,Medium,Yes,None,No,Yes,Medium,Medium,452.08,526
5,February,North Western,Ice Cream,Frozen Foods,Medium,Medium,Low,No,None,No,Yes,Medium,Medium,557.54,680
51,December,Central,Coca-Cola,Beverages,Medium,Medium,Medium,No,Christmas,Yes,No,Medium,Medium,788.42,902
33,August,Sabaragamuwa,Rice,Staples,High,High,Low,No,None,No,Yes,Low,Medium,407.86,403
5,February,North Central,Red Rice,Staples,Medium,High,Medium,No,None,No,Yes,Low,Low,337.11,320
23,June,Southern,Canned Fish,Canned Goods,High,High,Medium,Yes,None,No,Yes,Medium,Medium,649.51,822
36,September,Central,Pepsi,Beverages,Low,High,Medium,Yes,None,No,Yes,Medium,Medium,408.91,496
29,July,Sabaragamuwa,Anchor Milk Powder,Dairy,High,High,Low,No,None,No,Yes,Low,Medium,515.14,461
28,July,North Central,Jaggery,Sweeteners,High,Low,Low,No,None,No,Yes,Low,Low,280.75,203
10,March,Central,Anchor Milk Powder,Dairy,Medium,Low,Medium,No,None,No,Yes,Medium,Medium,616.15,722
45,November,North Western,MD Crackers,Snacks,Medium,Medium,Low,No,Deepavali,Yes,Yes,Medium,Medium,433.06,559
21,May,Southern,Candles,Seasonal/Ritual,High,High,Medium,No,Vesak,Yes,Yes,Medium,Medium,2000,2540
7,February,Southern,MD Crackers,Snacks,Medium,Medium,High,No,None,No,Yes,Medium,Medium,500.65,654
48,November,Western,Dhal,Staples,Medium,Medium,Medium,Yes,None,No,Yes,High,High,441.07,776
39,September,Eastern,Frozen Fish,Frozen Foods,Medium,Low,Medium,Yes,None,No,Yes,Low,Low,443.92,387
9,March,North Western,Washing Powder,Household,High,Low,Low,No,None,No,Yes,Medium,Medium,544.49,554
24,June,Northern,Rice Flour,Staples,High,Low,Low,Yes,None,No,Yes,Low,Low,488.68,453
33,August,Northern,Arrack,Alcohol,High,Low,Low,No,None,No,Yes,Low,Low,192.43,167
13,March,Western,Anchor Milk Powder,Dairy,High,Low,Medium,No,Poya,Yes,Yes,High,High,1149.26,1977
13,March,Southern,Lantern Materials,Seasonal/Ritual,High,Low,High,No,Poya,Yes,Yes,Medium,Medium,363.23,507
9,March,Western,Anchor Milk Powder,Dairy,High,Low,Medium,No,None,No,Yes,High,High,1070.01,2022
13,March,Central,Jaggery,Sweeteners,Medium,Low,Medium,No,Poya,Yes,Yes,Medium,Medium,598.9,724
18,May,Eastern,Canned Fish,Canned Goods,High,Low,Medium,No,Eid,Yes,Yes,Low,Low,659.55,560
52,December,Uva,Anchor Milk Powder,Dairy,Medium,Medium,Low,No,Christmas,Yes,No,Low,Low,303.72,280
16,April,Southern,Maggi Noodles,Instant Foods,High,Low,Medium,No,Sinhala_Tamil_New_Year,Yes,No,Medium,Medium,470.64,648
46,November,Western,Canned Fish,Canned Goods,Medium,Medium,Medium,No,None,No,Yes,High,High,489.91,837
35,August,North Central,Washing Powder,Household,High,Low,Low,No,None,No,Yes,Low,Low,245.15,175
24,June,Sabaragamuwa,Sugar,Sweeteners,High,High,Low,No,None,No,Yes,Low,Medium,410.18,395
4,January,North Central,Rice,Staples,Medium,High,Medium,Yes,Poya,Yes,Yes,Low,Low,532.61,459
1,January,Northern,Rice Flour,Staples,Medium,High,Low,No,Christmas,Yes,Yes,Low,Low,462.56,431
15,April,Sabaragamuwa,Ritzbury Chocolate,Snacks,High,Low,Low,No,Sinhala_Tamil_New_Year,Yes,No,Low,Medium,734.9,743
9,March,Southern,Washing Powder,Household,High,Low,High,No,None,No,Yes,Medium,Medium,508.23,588
50,December,North Central,Munchee Biscuits,Snacks,Medium,High,Low,No,None,No,No,Low,Low,245.5,222
24,June,Uva,Prima Noodles,Instant Foods,High,Medium,Low,Yes,None,No,Yes,Low,Low,377.94,294
47,November,Sabaragamuwa,Wheat Flour,Staples,Medium,Medium,Low,Yes,Poya,Yes,Yes,Low,Medium,326.16,273
43,October,Sabaragamuwa,Frozen Fish,Frozen Foods,Medium,Low,Low,No,None,No,Yes,Low,Medium,510.66,437
32,August,Western,Pepsi,Beverages,High,High,Medium,Yes,None,No,Yes,High,High,1459.53,2480
41,October,Central,Candles,Seasonal/Ritual,Medium,Low,Medium,No,None,No,Yes,Medium,Medium,341.91,421
48,November,Northern,Ice Cream,Frozen Foods,Medium,High,Low,Yes,None,No,Yes,Low,Low,399.88,365
49,December,Northern,Ritzbury Chocolate,Snacks,Medium,High,Low,No,None,No,No,Low,Low,271.86,245
19,May,Sabaragamuwa,Wheat Flour,Staples,High,High,Low,Yes,None,No,Yes,Low,Medium,571.03,482
24,June,Northern,Milo,Dairy,High,Low,Low,Yes,None,No,Yes,Low,Low,416.6,312
16,April,North Central,Sunflower Oil,Cooking Essentials,High,Medium,Medium,Yes,Sinhala_Tamil_New_Year,Yes,No,Low,Low,425.01,400
32,August,Southern,MD Crackers,Snacks,High,High,Medium,No,None,No,Yes,Medium,Medium,487.47,553
39,September,Uva,Arrack,Alcohol,Medium,Medium,Low,No,None,No,Yes,Low,Low,254.2,227
2,January,North Central,Canned Fish,Canned Goods,Medium,High,Medium,No,None,No,Yes,Low,Low,381.84,296
47,November,North Western,Jaggery,Sweeteners,Medium,Medium,Low,Yes,Poya,Yes,Yes,Medium,Medium,422.56,623
49,December,Uva,Washing Powder,Household,Medium,Medium,Low,No,None,No,No,Low,Low,248.36,244
5,February,Sabaragamuwa,Sugar,Sweeteners,Medium,Medium,Low,No,None,No,Yes,Low,Medium,374.45,324
14,April,Eastern,Frozen Fish,Frozen Foods,High,Medium,Medium,No,None,No,No,Low,Low,233.97,207
2,January,Eastern,Lion Beer,Alcohol,Medium,High,Medium,No,None,No,Yes,Low,Low,254.04,215
39,September,Sabaragamuwa,Kotmale Yoghurt,Dairy,Medium,High,Low,Yes,None,No,Yes,Low,Medium,299.33,240
29,July,Northern,Sunflower Oil,Cooking Essentials,High,Low,Low,No,None,No,Yes,Low,Low,334.27,228
34,August,Western,Munchee Biscuits,Snacks,High,High,Medium,No,Poya,Yes,Yes,High,High,987.92,1536
51,December,Eastern,Coca-Cola,Beverages,Medium,High,Medium,Yes,Christmas,Yes,No,Low,Low,702.5,665
12,March,Sabaragamuwa,Candles,Seasonal/Ritual,High,Low,Low,No,None,No,Yes,Low,Medium,358.89,287
4,January,Uva,Jaggery,Sweeteners,Medium,Medium,Low,Yes,Poya,Yes,Yes,Low,Low,349.1,271
10,March,Western,Red Rice,Staples,High,Low,Medium,No,None,No,Yes,High,High,672.67,1107
22,May,North Western,Red Rice,Staples,High,Medium,Low,No,None,No,Yes,Medium,Medium,353.86,399
5,February,North Western,Canned Fish,Canned Goods,Medium,Medium,Low,No,None,No,Yes,Medium,Medium,275.54,330
3,January,North Central,MD Crackers,Snacks,Medium,High,Medium,Yes,None,No,Yes,Low,Low,363.0,326
29,July,Uva,Jaggery,Sweeteners,High,Medium,Low,No,None,No,Yes,Low,Low,302.21,260
35,August,North Central,MD Crackers,Snacks,High,Low,Low,No,None,No,Yes,Low,Low,262.1,218
25,June,Northern,Necto,Beverages,High,Low,Low,No,None,No,Yes,Low,Low,469.91,367
35,August,North Western,Kotmale Yoghurt,Dairy,High,Medium,Low,Yes,None,No,Yes,Medium,Medium,562.34,675
45,November,Western,MD Crackers,Snacks,Medium,Medium,Medium,No,Deepavali,Yes,Yes,High,High,533.81,906
48,November,Central,Munchee Biscuits,Snacks,Medium,Medium,Medium,Yes,None,No,Yes,Medium,Medium,727.69,910
30,July,Central,Dhal,Staples,Low,High,High,No,Poya,Yes,Yes,Medium,Medium,282.07,314
15,April,Western,Tea Leaves,Beverages,High,Low,Medium,No,Sinhala_Tamil_New_Year,Yes,No,High,High,1071.62,1977
42,October,Northern,Lantern Materials,Seasonal/Ritual,Medium,Medium,Low,No,Poya,Yes,Yes,Low,Low,312.92,258
16,April,Sabaragamuwa,Coca-Cola,Beverages,High,Low,Low,Yes,Sinhala_Tamil_New_Year,Yes,No,Low,Medium,1268.27,1067
27,July,Southern,MD Crackers,Snacks,High,High,Medium,Yes,None,No,Yes,Medium,Medium,626.46,766
36,September,North Western,Canned Fish,Canned Goods,Medium,Medium,Low,No,None,No,Yes,Medium,Medium,387.02,498
38,September,Uva,Dhal,Staples,Medium,Medium,Low,No,Poya,Yes,Yes,Low,Low,371.36,329
31,July,Northern,Anchor Milk Powder,Dairy,High,Low,Low,Yes,None,No,Yes,Low,Low,538.38,436
29,July,Southern,Candles,Seasonal/Ritual,High,High,Medium,No,None,No,Yes,Medium,Medium,359.61,377
35,August,Sabaragamuwa,Sugar,Sweeteners,High,High,Low,No,None,No,Yes,Low,Medium,324.65,278
9,March,Northern,Sugar,Sweeteners,High,Medium,Low,No,None,No,Yes,Low,Low,271.67,227
31,July,Uva,Maggi Noodles,Instant Foods,High,Medium,Low,Yes,None,No,Yes,Low,Low,377.34,346
51,December,Uva,Prima Noodles,Instant Foods,Medium,Medium,Low,No,Christmas,Yes,No,Low,Low,286.12,190
12,March,Western,Lantern Materials,Seasonal/Ritual,High,Low,Medium,Yes,None,No,Yes,High,High,796.03,1412
14,April,Southern,Anchor Milk Powder,Dairy,High,Low,Medium,No,None,No,No,Medium,Medium,287.05,328
12,March,North Central,Ice Cream,Frozen Foods,High,Medium,Medium,No,None,No,Yes,Low,Low,595.72,508
19,May,Northern,Wheat Flour,Staples,High,Low,Low,No,None,No,Yes,Low,Low,266.26,235
19,May,Northern,Arrack,Alcohol,High,Low,Low,Yes,None,No,Yes,Low,Low,421.65,328
18,May,Uva,Dhal,Staples,High,Medium,Low,No,Eid,Yes,Yes,Low,Low,691.11,564
32,August,Eastern,Ice Cream,Frozen Foods,High,Low,High,No,None,No,Yes,Low,Low,549.86,486
29,July,North Western,Wheat Flour,Staples,High,Medium,Low,No,None,No,Yes,Medium,Medium,492.66,615
20,May,Southern,Elephant Ginger Beer,Beverages,High,High,Medium,No,Vesak,Yes,Yes,Medium,Medium,1035.93,1087
13,March,Sabaragamuwa,Arrack,Alcohol,High,Low,Low,No,Poya,Yes,Yes,Low,Medium,122.32,105
6,February,North Western,Prima Noodles,Instant Foods,Medium,Medium,Low,No,None,No,Yes,Medium,Medium,627.84,748
47,November,Sabaragamuwa,Canned Fish,Canned Goods,Medium,Medium,Low,Yes,Poya,Yes,Yes,Low,Medium,327.12,263
41,October,Central,Lantern Materials,Seasonal/Ritual,Medium,Low,Medium,No,None,No,Yes,Medium,Medium,373.35,472
7,February,Uva,Tea Leaves,Beverages,Medium,Medium,Low,Yes,None,No,Yes,Low,Low,381.29,366
16,April,Sabaragamuwa,Sugar,Sweeteners,High,Low,Low,Yes,Sinhala_Tamil_New_Year,Yes,No,Low,Medium,1083.36,827
26,June,Uva,Washing Powder,Household,High,Medium,Low,No,Poya,Yes,Yes,Low,Low,213.56,200
41,October,Eastern,Dhal,Staples,Medium,Medium,Medium,No,None,No,Yes,Low,Low,312.71,274
30,July,Uva,Necto,Beverages,High,Medium,Low,No,Poya,Yes,Yes,Low,Low,475.57,401
15,April,Southern,Dhal,Staples,High,Low,Medium,No,Sinhala_Tamil_New_Year,Yes,No,Medium,Medium,464.53,577
44,November,North Central,Lantern Materials,Seasonal/Ritual,Medium,High,Low,Yes,Deepavali,Yes,Yes,Low,Low,222.22,187
12,March,Uva,Jaggery,Sweeteners,High,Low,Low,No,None,No,Yes,Low,Low,220.95,192
45,November,Western,Coconut Oil,Cooking Essentials,Medium,Medium,Medium,No,Deepavali,Yes,Yes,High,High,1210.88,2255
40,October,Western,Rice Flour,Staples,Medium,Low,Medium,No,None,No,Yes,High,High,565.02,869
8,February,Eastern,Lion Beer,Alcohol,Medium,High,Medium,Yes,Poya,Yes,Yes,Low,Low,154.73,132
