week_number,month,province,product_name,category,avg_temperature_level,rainfall_level,tourism_level,payday_week,holiday_type,festival_season,school_season,urbanization_level,avg_income_level,demand_score,estimated_units_sold
35,August,Eastern,Rice Flour,Cooking Essentials,Medium,Low,Medium,No,None,No,Yes,Low,Low,221.26,237
48,November,North Central,Prima Noodles,Instant Foods,Low,Low,Low,Yes,Poya,Yes,Yes,Low,Low,461.46,1332
52,December,Central,Candles,Household,Low,High,Low,Yes,Christmas,Yes,No,Medium,Medium,703.18,676
9,February,Uva,Arrack,Alcohol,Medium,High,Low,No,None,No,Yes,Low,Low,297.26,221
1,January,North Western,Kotmale Yoghurt,Dairy,Low,High,Low,No,None,No,Yes,Medium,Medium,411.22,356
7,February,Eastern,Pepsi,Beverages,Medium,Medium,Medium,No,None,No,Yes,Low,Low,343.64,686
2,January,Uva,Rice,Staples,Low,High,Medium,Yes,None,No,Yes,Low,Low,301.6,1395
2,January,Uva,Jaggery,Sweeteners,Low,High,High,Yes,None,No,Yes,Low,Low,264.07,423
27,July,Southern,Necto,Beverages,High,Low,High,No,None,No,Yes,Medium,Medium,1020.56,1958
43,October,North Western,Sugar,Sweeteners,Low,Medium,Low,No,Deepavali,Yes,Yes,Medium,Medium,533.53,756
2,January,Northern,Jaggery,Sweeteners,Low,Medium,Low,Yes,None,No,Yes,Low,Low,277.99,377
33,August,Northern,Elephant Ginger Beer,Beverages,High,Low,Medium,No,None,No,Yes,Low,Low,1073.27,2061
43,October,Central,Wheat Flour,Cooking Essentials,Low,Medium,Medium,No,Deepavali,Yes,Yes,Medium,Medium,386.07,600
51,December,Northern,Jaggery,Sweeteners,Low,Medium,Medium,No,Christmas,Yes,No,Low,Low,672.39,1059
7,February,Southern,Lantern Materials,Household,Medium,Medium,High,No,None,No,Yes,Medium,Medium,348.49,359
23,June,Northern,Milo,Dairy,High,Low,Low,No,None,No,Yes,Low,Low,447.66,326
8,February,Central,Kotmale Yoghurt,Dairy,Low,High,High,Yes,Poya,Yes,Yes,Medium,Medium,808.51,937
47,November,North Central,Munchee Biscuits,Snacks,Low,Low,Low,No,None,No,Yes,Low,Low,443.88,1035
2,January,North Central,Munchee Biscuits,Snacks,Low,High,Low,Yes,None,No,Yes,Low,Low,323.53,707
31,July,Southern,Wheat Flour,Cooking Essentials,High,Low,High,No,None,No,Yes,Medium,Medium,496.58,480
26,June,Eastern,Necto,Beverages,High,Low,Medium,Yes,None,No,Yes,Low,Low,728.8,1093
51,December,Central,Lion Beer,Alcohol,Low,High,Medium,No,Christmas,Yes,No,Medium,Medium,784.8,359
7,February,Central,Dhal,Staples,Medium,High,Low,No,None,No,Yes,Medium,Medium,325.38,1211
23,June,Central,Ice Cream,Frozen Foods,High,Medium,Low,No,None,No,Yes,Medium,Medium,956.59,846
28,July,Central,Arrack,Alcohol,Medium,Low,Low,Yes,Poya,Yes,Yes,Medium,Medium,506.5,330
44,October,Northern,Milo,Dairy,Low,Medium,Medium,Yes,Deepavali,Yes,Yes,Low,Low,428.03,305
42,October,Uva,Candles,Household,Low,Medium,Low,Yes,None,No,Yes,Low,Low,362.5,342
29,July,Sabaragamuwa,Prima Noodles,Instant Foods,High,Low,Medium,No,None,No,Yes,Low,Low,282.5,641
21,May,Western,Red Rice,Staples,High,Low,High,No,None,No,Yes,High,High,1164.13,5905
14,April,Central,Sugar,Sweeteners,Medium,High,High,Yes,Sinhala_Tamil_New_Year,Yes,No,Medium,Medium,695.41,1003
49,December,Eastern,Pepsi,Beverages,Low,High,High,No,None,No,No,Low,Low,460.18,654
21,May,Eastern,Red Rice,Staples,High,Low,Medium,No,None,No,Yes,Low,Low,223.14,690
33,August,Sabaragamuwa,Candles,Household,Medium,Low,Low,No,None,No,Yes,Low,Low,318.62,284
48,November,North Western,Red Rice,Staples,Low,Medium,Low,Yes,Poya,Yes,Yes,Medium,Medium,442.4,1708
37,September,Central,Anchor Milk Powder,Dairy,Low,Low,Medium,No,None,No,No,Medium,Medium,578.92,413
22,May,North Central,Anchor Milk Powder,Dairy,High,Low,Low,Yes,None,No,Yes,Low,Low,283.05,246
25,June,Southern,Washing Powder,Household,High,Low,High,No,None,No,Yes,Medium,Medium,383.14,398
39,September,Uva,Red Rice,Staples,Medium,Low,Low,No,None,No,Yes,Low,Low,338.1,1223
7,February,Western,Sunflower Oil,Cooking Essentials,Medium,Medium,High,No,None,No,Yes,High,High,621.0,911
41,October,Eastern,Candles,Household,Low,Low,Low,No,None,No,Yes,Low,Low,172.89,238
31,July,Eastern,Necto,Beverages,High,Low,Low,No,None,No,Yes,Low,Low,494.64,856
12,March,Uva,Munchee Biscuits,Snacks,Medium,High,Medium,Yes,Poya,Yes,No,Low,Low,435.58,970
19,May,Western,Candles,Household,High,Medium,Medium,No,Vesak,Yes,Yes,High,High,1364.26,1906
1,January,North Western,Elephant Ginger Beer,Beverages,Low,High,High,No,None,No,Yes,Medium,Medium,631.69,1025
26,June,North Central,Munchee Biscuits,Snacks,High,Low,Medium,Yes,None,No,Yes,Low,Low,356.06,925
43,October,North Western,Jaggery,Sweeteners,Low,Medium,Low,No,Deepavali,Yes,Yes,Medium,Medium,506.69,970
47,November,Uva,Canned Fish,Canned Goods,Low,Medium,Low,No,None,No,Yes,Low,Low,270.94,302
23,June,North Western,Ice Cream,Frozen Foods,High,Low,Medium,No,None,No,Yes,Medium,Medium,1223.25,764
52,December,Western,Washing Powder,Household,Low,Medium,High,Yes,Christmas,Yes,No,High,High,899.74,889
45,November,Eastern,Sunflower Oil,Cooking Essentials,Low,Medium,Medium,No,None,No,Yes,Low,Low,288.76,269
46,November,Eastern,Ritzbury Chocolate,Snacks,Low,Medium,Medium,Yes,None,No,Yes,Low,Low,442.44,1144
21,May,Northern,Ritzbury Chocolate,Snacks,High,Low,Low,No,None,No,Yes,Low,Low,401.25,779
14,April,Western,Arrack,Alcohol,High,Low,High,Yes,Sinhala_Tamil_New_Year,Yes,No,High,High,1005.48,563
36,September,Northern,Lantern Materials,Household,Medium,Low,Low,Yes,Poya,Yes,No,Low,Low,517.47,656
11,March,Southern,Wheat Flour,Cooking Essentials,High,Medium,Medium,No,Eid,Yes,Yes,Medium,Medium,660.18,700
21,May,North Western,Sugar,Sweeteners,High,Medium,Low,No,None,No,Yes,Medium,Medium,360.04,716
49,December,North Western,Kotmale Yoghurt,Dairy,Low,High,Low,No,None,No,No,Medium,Medium,293.3,238
27,July,Uva,Red Rice,Staples,Medium,Low,Low,No,None,No,Yes,Low,Low,407.78,1933
29,July,North Western,Ice Cream,Frozen Foods,High,Low,Low,No,None,No,Yes,Medium,Medium,934.64,696
11,March,North Western,Canned Fish,Canned Goods,High,Medium,Medium,No,Eid,Yes,Yes,Medium,Medium,535.36,735
7,February,Uva,Munchee Biscuits,Snacks,Medium,High,Low,No,None,No,Yes,Low,Low,358.52,968
5,January,Eastern,Prima Noodles,Instant Foods,Medium,High,High,No,None,No,Yes,Low,Low,395.4,961
7,February,Sabaragamuwa,MD Crackers,Snacks,Medium,Medium,Low,No,None,No,Yes,Low,Low,295.35,588
44,October,Eastern,Frozen Fish,Frozen Foods,Low,Low,Medium,Yes,Deepavali,Yes,Yes,Low,Low,476.35,268
23,June,Northern,Rice Flour,Cooking Essentials,High,Low,Medium,No,None,No,Yes,Low,Low,206.12,195
45,November,North Western,Elephant Ginger Beer,Beverages,Low,Low,Medium,No,None,No,Yes,Medium,Medium,733.62,1483
46,November,Western,Elephant Ginger Beer,Beverages,Low,Low,High,Yes,None,No,Yes,High,High,561.49,929
7,February,Uva,Munchee Biscuits,Snacks,Medium,High,High,No,None,No,Yes,Low,Low,285.08,709
22,May,Central,Pepsi,Beverages,High,High,Medium,Yes,None,No,Yes,Medium,Medium,1052.73,2025
10,March,Central,Ice Cream,Frozen Foods,Medium,High,High,Yes,Eid,Yes,Yes,Medium,Medium,721.2,584
9,February,Sabaragamuwa,Tea Leaves,Beverages,Medium,High,High,No,None,No,Yes,Low,Low,843.65,1599
26,June,North Central,Jaggery,Sweeteners,High,Low,Low,Yes,None,No,Yes,Low,Low,323.34,476
28,July,North Western,Tea Leaves,Beverages,High,Low,Medium,Yes,Poya,Yes,Yes,Medium,Medium,920.13,2051
37,September,North Central,Frozen Fish,Frozen Foods,Medium,Low,Low,No,None,No,No,Low,Low,483.09,255
24,June,North Western,Tea Leaves,Beverages,High,Low,Low,Yes,Poya,Yes,Yes,Medium,Medium,759.11,1770
52,December,Western,Jaggery,Sweeteners,Low,High,High,Yes,Christmas,Yes,No,High,High,1167.12,2260
43,October,Southern,Washing Powder,Household,Low,Low,High,No,Deepavali,Yes,Yes,Medium,Medium,398.41,557
48,November,Sabaragamuwa,Sugar,Sweeteners,Low,High,Low,Yes,Poya,Yes,Yes,Low,Low,219.75,348
28,July,Western,Washing Powder,Household,High,Low,High,Yes,Poya,Yes,Yes,High,High,679.91,611
17,April,Southern,Milo,Dairy,High,Low,Medium,No,None,No,No,Medium,Medium,354.11,396
36,September,North Central,Coca-Cola,Beverages,Medium,Low,Medium,Yes,Poya,Yes,No,Low,Low,295.83,629
4,January,North Central,Rice,Staples,Medium,Medium,Low,Yes,Poya,Yes,Yes,Low,Low,395.73,1749
43,October,Western,Kotmale Yoghurt,Dairy,Low,Medium,High,No,Deepavali,Yes,Yes,High,High,804.99,812
49,December,Sabaragamuwa,Milo,Dairy,Low,Medium,Low,No,None,No,No,Low,Low,259.82,250
5,January,Western,Arrack,Alcohol,Medium,Medium,High,No,None,No,Yes,High,High,1208.27,668
45,November,Central,Prima Noodles,Instant Foods,Low,High,High,No,None,No,Yes,Medium,Medium,495.65,1242
15,April,North Central,Sunflower Oil,Cooking Essentials,High,High,Low,No,Sinhala_Tamil_New_Year,Yes,No,Low,Low,436.05,449
21,May,Northern,Coca-Cola,Beverages,High,Low,Low,No,None,No,Yes,Low,Low,612.97,1423
20,May,Central,Canned Fish,Canned Goods,Medium,High,Low,Yes,Poya,Yes,Yes,Medium,Medium,479.25,748
47,November,Eastern,Arrack,Alcohol,Low,Medium,Low,No,None,No,Yes,Low,Low,176.61,121
51,December,Northern,Washing Powder,Household,Low,Medium,Low,No,Christmas,Yes,No,Low,Low,290.51,373
40,October,Uva,Ritzbury Chocolate,Snacks,Low,Low,Low,Yes,Poya,Yes,Yes,Low,Low,564.41,1201
31,July,Northern,Arrack,Alcohol,High,Low,Low,No,None,No,Yes,Low,Low,284.04,203
3,January,Southern,Maggi Noodles,Instant Foods,Low,High,High,No,None,No,Yes,Medium,Medium,702.9,2027
2,January,Sabaragamuwa,Canned Fish,Canned Goods,Low,High,Low,Yes,None,No,Yes,Low,Low,288.19,360
10,March,North Western,Arrack,Alcohol,Medium,Medium,Medium,Yes,Eid,Yes,Yes,Medium,Medium,992.36,611
15,April,Central,Washing Powder,Household,Medium,High,Low,No,Sinhala_Tamil_New_Year,Yes,No,Medium,Medium,394.07,400
35,August,North Central,MD Crackers,Snacks,Medium,Low,Low,No,None,No,Yes,Low,Low,390.54,1043
14,April,North Central,Sugar,Sweeteners,High,Low,Medium,Yes,Sinhala_Tamil_New_Year,Yes,No,Low,Low,495.81,920
16,April,Southern,Elephant Ginger Beer,Beverages,High,Low,High,Yes,Poya,Yes,No,Medium,Medium,814.87,1696
39,September,Central,Red Rice,Staples,Low,Low,Medium,No,None,No,Yes,Medium,Medium,542.13,2032
10,March,Sabaragamuwa,Dhal,Staples,Medium,High,Low,Yes,Eid,Yes,Yes,Low,Low,237.22,899
24,June,North Central,Anchor Milk Powder,Dairy,High,Low,Low,Yes,Poya,Yes,Yes,Low,Low,294.52,203
33,August,Southern,Prima Noodles,Instant Foods,Medium,Low,Medium,No,None,No,Yes,Medium,Medium,630.15,1366
12,March,Central,Pepsi,Beverages,High,High,High,Yes,Poya,Yes,No,Medium,Medium,976.88,1743
40,October,Uva,Maggi Noodles,Instant Foods,Low,Medium,Low,Yes,Poya,Yes,Yes,Low,Low,417.06,834
40,October,Eastern,Coca-Cola,Beverages,Medium,Low,Medium,Yes,Poya,Yes,Yes,Low,Low,484.18,811
36,September,Central,Ritzbury Chocolate,Snacks,Low,Low,Medium,Yes,Poya,Yes,No,Medium,Medium,632.07,1140
43,October,Sabaragamuwa,Ice Cream,Frozen Foods,Low,Medium,Low,No,Deepavali,Yes,Yes,Low,Low,275.89,249
9,February,Uva,Candles,Household,Low,High,Low,No,None,No,Yes,Low,Low,360.53,346
18,April,North Western,Prima Noodles,Instant Foods,High,Medium,Medium,Yes,Vesak,Yes,Yes,Medium,Medium,558.0,1213
40,October,Sabaragamuwa,Sunflower Oil,Cooking Essentials,Low,Low,Low,Yes,Poya,Yes,Yes,Low,Low,250.79,315
37,September,Uva,Munchee Biscuits,Snacks,Low,Low,Low,No,None,No,No,Low,Low,250.29,500
24,June,North Western,Candles,Household,High,Low,Low,Yes,Poya,Yes,Yes,Medium,Medium,762.34,808
28,July,Western,Anchor Milk Powder,Dairy,High,Low,High,Yes,Poya,Yes,Yes,High,High,745.23,704
19,May,Southern,Ice Cream,Frozen Foods,High,Low,High,No,Vesak,Yes,Yes,Medium,Medium,1151.29,771
14,April,Eastern,Ritzbury Chocolate,Snacks,High,Medium,Low,Yes,Sinhala_Tamil_New_Year,Yes,No,Low,Low,636.89,1581
36,September,Northern,Dhal,Staples,Medium,Low,Low,Yes,Poya,Yes,No,Low,Low,293.1,1406
27,July,Central,Necto,Beverages,Medium,Low,High,No,None,No,Yes,Medium,Medium,910.64,1736
35,August,North Western,Prima Noodles,Instant Foods,Medium,Low,Low,No,None,No,Yes,Medium,Medium,551.61,1390
38,September,North Central,Maggi Noodles,Instant Foods,Low,Low,Low,Yes,None,No,Yes,Low,Low,402.75,1164
8,February,Northern,Maggi Noodles,Instant Foods,High,Medium,Medium,Yes,Poya,Yes,Yes,Low,Low,282.32,821
17,April,Northern,Tea Leaves,Beverages,High,Medium,Low,No,None,No,No,Low,Low,394.16,754
8,February,Uva,Arrack,Alcohol,Medium,Medium,Low,Yes,Poya,Yes,Yes,Low,Low,532.18,388
25,June,Northern,Prima Noodles,Instant Foods,High,Low,Low,No,None,No,Yes,Low,Low,378.71,1074
7,February,Northern,Ice Cream,Frozen Foods,Medium,Medium,Low,No,None,No,Yes,Low,Low,297.87,244
32,August,North Central,Red Rice,Staples,High,Low,Low,Yes,Poya,Yes,Yes,Low,Low,395.85,1917
13,March,Western,Lion Beer,Alcohol,High,Medium,Medium,No,None,No,No,High,High,1153.19,691
31,July,North Central,Ice Cream,Frozen Foods,High,Medium,Low,No,None,No,Yes,Low,Low,847.78,703
42,October,Sabaragamuwa,Rice,Staples,Low,Low,Low,Yes,None,No,Yes,Low,Low,277.71,1269
45,November,Western,Ritzbury Chocolate,Snacks,Low,Medium,High,No,None,No,Yes,High,High,602.88,1421
44,October,Central,Ice Cream,Frozen Foods,Low,High,High,Yes,Deepavali,Yes,Yes,Medium,Medium,505.95,389
19,May,North Central,Coconut Oil,Cooking Essentials,High,Medium,Low,No,Vesak,Yes,Yes,Low,Low,631.19,916
34,August,Central,Necto,Beverages,Low,Low,High,Yes,None,No,Yes,Medium,Medium,664.57,917
21,May,Northern,Rice Flour,Cooking Essentials,High,Low,Low,No,None,No,Yes,Low,Low,274.67,394
29,July,North Western,Arrack,Alcohol,High,Low,Low,No,None,No,Yes,Medium,Medium,392.55,303
44,October,Sabaragamuwa,Tea Leaves,Beverages,Low,Medium,Low,Yes,Deepavali,Yes,Yes,Low,Low,311.67,508
9,February,Eastern,MD Crackers,Snacks,Medium,High,Medium,No,None,No,Yes,Low,Low,378.55,754
17,April,Central,Washing Powder,Household,High,High,Medium,No,None,No,No,Medium,Medium,483.53,537
31,July,Northern,MD Crackers,Snacks,High,Low,Low,No,None,No,Yes,Low,Low,283.21,488
32,August,Central,MD Crackers,Snacks,Medium,Low,Medium,Yes,Poya,Yes,Yes,Medium,Medium,794.33,2127
1,January,North Western,Arrack,Alcohol,Low,High,Medium,No,None,No,Yes,Medium,Medium,753.3,510
48,November,Central,Rice Flour,Cooking Essentials,Low,Medium,Medium,Yes,Poya,Yes,Yes,Medium,Medium,563.86,684
47,November,North Central,Prima Noodles,Instant Foods,Low,Low,Medium,No,None,No,Yes,Low,Low,321.57,894
28,July,Central,Pepsi,Beverages,Medium,Low,Medium,Yes,Poya,Yes,Yes,Medium,Medium,536.93,831
31,July,Eastern,Lion Beer,Alcohol,High,Low,Medium,No,None,No,Yes,Low,Low,371.76,226
17,April,North Western,Ritzbury Chocolate,Snacks,High,Medium,Low,No,None,No,No,Medium,Medium,465.03,785
8,February,Eastern,Anchor Milk Powder,Dairy,Medium,Medium,Low,Yes,Poya,Yes,Yes,Low,Low,487.01,509
48,November,Sabaragamuwa,Tea Leaves,Beverages,Low,Medium,Low,Yes,Poya,Yes,Yes,Low,Low,276.6,622
32,August,Sabaragamuwa,Maggi Noodles,Instant Foods,High,Low,Low,Yes,Poya,Yes,Yes,Low,Low,388.73,940
24,June,Eastern,Prima Noodles,Instant Foods,High,Low,Medium,Yes,Poya,Yes,Yes,Low,Low,352.72,906
18,April,Western,Jaggery,Sweeteners,High,Low,High,Yes,Vesak,Yes,Yes,High,High,681.89,975
26,June,Western,Washing Powder,Household,High,Low,High,Yes,None,No,Yes,High,High,531.15,757
21,May,Northern,Ice Cream,Frozen Foods,High,Low,Low,No,None,No,Yes,Low,Low,858.44,620
37,September,North Central,Tea Leaves,Beverages,Medium,Low,Low,No,None,No,No,Low,Low,344.46,595
3,January,Western,Milo,Dairy,Low,Medium,High,No,None,No,Yes,High,High,991.83,861
44,October,Sabaragamuwa,Candles,Household,Low,Medium,Low,Yes,Deepavali,Yes,Yes,Low,Low,359.29,462
18,April,Eastern,Anchor Milk Powder,Dairy,High,Medium,Low,Yes,Vesak,Yes,Yes,Low,Low,450.47,454
30,July,Southern,Anchor Milk Powder,Dairy,High,Low,High,Yes,None,No,Yes,Medium,Medium,708.5,550
4,January,Northern,Rice Flour,Cooking Essentials,Medium,Medium,Medium,Yes,Poya,Yes,Yes,Low,Low,363.7,331
48,November,Central,Anchor Milk Powder,Dairy,Low,Medium,High,Yes,Poya,Yes,Yes,Medium,Medium,567.83,529
2,January,Southern,Ritzbury Chocolate,Snacks,Low,High,High,Yes,None,No,Yes,Medium,Medium,501.25,1097
29,July,Sabaragamuwa,Elephant Ginger Beer,Beverages,Medium,Low,Medium,No,None,No,Yes,Low,Low,440.62,872
32,August,Eastern,Coca-Cola,Beverages,High,Low,Low,Yes,Poya,Yes,Yes,Low,Low,495.93,864
21,May,Southern,Munchee Biscuits,Snacks,High,High,High,No,None,No,Yes,Medium,Medium,688.13,1706
43,October,Northern,Ice Cream,Frozen Foods,Low,Low,Low,No,Deepavali,Yes,Yes,Low,Low,232.76,158
27,July,Uva,Tea Leaves,Beverages,Medium,Low,Low,No,None,No,Yes,Low,Low,487.49,810
33,August,Eastern,Jaggery,Sweeteners,Medium,Low,Low,No,None,No,Yes,Low,Low,165.66,256
35,August,Southern,Pepsi,Beverages,Medium,Low,High,No,None,No,Yes,Medium,Medium,879.09,1676
1,January,Central,Frozen Fish,Frozen Foods,Medium,High,High,No,None,No,Yes,Medium,Medium,673.47,356
32,August,North Western,Candles,Household,Medium,Low,Low,Yes,Poya,Yes,Yes,Medium,Medium,1017.98,1265
10,March,Western,Washing Powder,Household,High,Medium,Medium,Yes,Eid,Yes,Yes,High,High,994.3,1119
47,November,Sabaragamuwa,Frozen Fish,Frozen Foods,Low,Medium,Medium,No,None,No,Yes,Low,Low,326.29,243
47,November,Southern,Coconut Oil,Cooking Essentials,Low,High,High,No,None,No,Yes,Medium,Medium,557.92,600
7,February,Western,Anchor Milk Powder,Dairy,Medium,Medium,High,No,None,No,Yes,High,High,665.15,695
20,May,Sabaragamuwa,Coconut Oil,Cooking Essentials,High,Low,Low,Yes,Poya,Yes,Yes,Low,Low,363.25,369
17,April,Western,Necto,Beverages,High,Medium,High,No,None,No,No,High,High,1237.61,2149
41,October,North Western,Rice,Staples,Low,Low,Low,No,None,No,Yes,Medium,Medium,434.95,2140
50,December,Western,Necto,Beverages,Low,Medium,High,Yes,None,No,No,High,High,821.59,1158
51,December,North Western,Munchee Biscuits,Snacks,Low,High,Low,No,Christmas,Yes,No,Medium,Medium,428.71,1194
21,May,North Western,Rice Flour,Cooking Essentials,High,Medium,Medium,No,None,No,Yes,Medium,Medium,538.63,817
35,August,Southern,Wheat Flour,Cooking Essentials,Medium,Low,High,No,None,No,Yes,Medium,Medium,541.32,614
48,November,Western,Frozen Fish,Frozen Foods,Low,Low,High,Yes,Poya,Yes,Yes,High,High,836.34,603
4,January,Northern,Frozen Fish,Frozen Foods,Medium,Medium,Low,Yes,Poya,Yes,Yes,Low,Low,537.26,320
20,May,Central,MD Crackers,Snacks,Medium,Medium,Low,Yes,Poya,Yes,Yes,Medium,Medium,904.49,1754
33,August,Sabaragamuwa,Frozen Fish,Frozen Foods,Medium,Low,Medium,No,None,No,Yes,Low,Low,293.73,256
51,December,Central,Maggi Noodles,Instant Foods,Low,High,High,No,Christmas,Yes,No,Medium,Medium,513.61,1538
6,February,Southern,Sunflower Oil,Cooking Essentials,Medium,Medium,High,Yes,None,No,Yes,Medium,Medium,581.47,635
26,June,Uva,Wheat Flour,Cooking Essentials,Medium,Low,Low,Yes,None,No,Yes,Low,Low,219.32,335
43,October,Western,Frozen Fish,Frozen Foods,Low,Medium,High,No,Deepavali,Yes,Yes,High,High,835.25,497
11,March,North Western,Pepsi,Beverages,Medium,High,Medium,No,Eid,Yes,Yes,Medium,Medium,889.28,1600
35,August,Northern,Candles,Household,Medium,Low,Low,No,None,No,Yes,Low,Low,266.0,314
50,December,Northern,Jaggery,Sweeteners,Low,Medium,Low,Yes,None,No,No,Low,Low,232.87,362
39,September,Sabaragamuwa,MD Crackers,Snacks,Medium,Low,Low,No,None,No,Yes,Low,Low,306.79,512
42,October,Sabaragamuwa,Anchor Milk Powder,Dairy,Low,Medium,Low,Yes,None,No,Yes,Low,Low,385.98,412
10,March,Northern,Dhal,Staples,High,Medium,Low,Yes,Eid,Yes,Yes,Low,Low,312.44,1188
1,January,Eastern,MD Crackers,Snacks,Low,Medium,Medium,No,None,No,Yes,Low,Low,217.4,555
33,August,Eastern,Canned Fish,Canned Goods,High,Low,High,No,None,No,Yes,Low,Low,204.51,234
49,December,North Western,Candles,Household,Low,High,Low,No,None,No,No,Medium,Medium,362.58,377
46,November,Southern,Lion Beer,Alcohol,Low,Medium,High,Yes,None,No,Yes,Medium,Medium,881.02,425
34,August,North Western,Frozen Fish,Frozen Foods,Medium,Low,Low,Yes,None,No,Yes,Medium,Medium,631.76,555
1,January,North Western,Pepsi,Beverages,Low,Medium,Medium,No,None,No,Yes,Medium,Medium,539.11,927
37,September,Western,Maggi Noodles,Instant Foods,Low,Low,High,No,None,No,No,High,High,991.23,2837
52,December,Central,Coca-Cola,Beverages,Low,Medium,High,Yes,Christmas,Yes,No,Medium,Medium,608.78,957
28,July,Central,Milo,Dairy,Medium,Low,High,Yes,Poya,Yes,Yes,Medium,Medium,848.24,927
13,March,Eastern,Dhal,Staples,High,High,Low,No,None,No,No,Low,Low,360.93,1094
16,April,North Western,Necto,Beverages,High,Medium,Low,Yes,Poya,Yes,No,Medium,Medium,841.36,1279
43,October,North Central,Sugar,Sweeteners,Low,Low,Low,No,Deepavali,Yes,Yes,Low,Low,544.24,690
42,October,Eastern,Frozen Fish,Frozen Foods,Low,Low,Medium,Yes,None,No,Yes,Low,Low,244.39,212
50,December,Southern,Prima Noodles,Instant Foods,Low,Medium,High,Yes,None,No,No,Medium,Medium,599.83,1889
27,July,Uva,Wheat Flour,Cooking Essentials,High,Low,Low,No,None,No,Yes,Low,Low,275.21,286
26,June,Central,Arrack,Alcohol,Medium,Low,Medium,Yes,None,No,Yes,Medium,Medium,523.68,301
1,January,Central,Dhal,Staples,Low,High,Medium,No,None,No,Yes,Medium,Medium,578.54,2976
5,January,Central,Lion Beer,Alcohol,Low,High,Medium,No,None,No,Yes,Medium,Medium,411.64,307
29,July,Eastern,Munchee Biscuits,Snacks,High,Low,Medium,No,None,No,Yes,Low,Low,440.06,1197
40,October,Northern,Milo,Dairy,Low,Low,Low,Yes,Poya,Yes,Yes,Low,Low,322.75,231
20,May,Sabaragamuwa,Lion Beer,Alcohol,High,Medium,Low,Yes,Poya,Yes,Yes,Low,Low,457.25,277
34,August,Northern,Frozen Fish,Frozen Foods,High,Low,Low,Yes,None,No,Yes,Low,Low,702.47,438
41,October,Sabaragamuwa,Pepsi,Beverages,Low,Medium,Low,No,None,No,Yes,Low,Low,347.71,505
12,March,North Western,MD Crackers,Snacks,High,Medium,Medium,Yes,Poya,Yes,No,Medium,Medium,726.37,1996
2,January,Western,Necto,Beverages,Low,Medium,High,Yes,None,No,Yes,High,High,1076.01,1723
20,May,North Central,Canned Fish,Canned Goods,High,Medium,Medium,Yes,Poya,Yes,Yes,Low,Low,292.05,466
39,September,Western,Necto,Beverages,Low,Low,High,No,None,No,Yes,High,High,823.84,1268
5,January,Southern,Jaggery,Sweeteners,Low,High,Medium,No,None,No,Yes,Medium,Medium,328.59,651
35,August,North Western,Lantern Materials,Household,Medium,Low,Low,No,None,No,Yes,Medium,Medium,516.27,603
26,June,Northern,Ritzbury Chocolate,Snacks,High,Low,Low,Yes,None,No,Yes,Low,Low,466.15,810
34,August,Central,Munchee Biscuits,Snacks,Low,Low,High,Yes,None,No,Yes,Medium,Medium,851.31,1651
39,September,Uva,Milo,Dairy,Low,Low,Low,No,None,No,Yes,Low,Low,283.19,221
8,February,Central,Milo,Dairy,Medium,High,High,Yes,Poya,Yes,Yes,Medium,Medium,660.18,694
5,January,North Western,Milo,Dairy,Low,Low,High,No,None,No,Yes,Medium,Medium,448.27,381
36,September,Eastern,Lion Beer,Alcohol,Medium,Low,Medium,Yes,Poya,Yes,No,Low,Low,513.86,239
22,May,North Central,Rice,Staples,High,Low,Low,Yes,None,No,Yes,Low,Low,361.67,1237
4,January,Southern,Ritzbury Chocolate,Snacks,Medium,High,High,Yes,Poya,Yes,Yes,Medium,Medium,643.47,1349
23,June,North Central,Candles,Household,High,Medium,Medium,No,None,No,Yes,Low,Low,316.72,275
29,July,Central,Sugar,Sweeteners,Medium,Low,High,No,None,No,Yes,Medium,Medium,607.22,997
29,July,Northern,Maggi Noodles,Instant Foods,High,Low,Low,No,None,No,Yes,Low,Low,420.1,1174
33,August,Central,Rice,Staples,Medium,Low,Medium,No,None,No,Yes,Medium,Medium,534.7,2357
45,November,Eastern,Tea Leaves,Beverages,Low,Medium,Medium,No,None,No,Yes,Low,Low,370.63,748
32,August,North Western,Wheat Flour,Cooking Essentials,High,Low,Medium,Yes,Poya,Yes,Yes,Medium,Medium,494.12,615
12,March,Sabaragamuwa,Jaggery,Sweeteners,Medium,High,Low,Yes,Poya,Yes,No,Low,Low,457.87,876
50,December,North Central,Coconut Oil,Cooking Essentials,Low,Medium,Medium,Yes,None,No,No,Low,Low,425.55,600
28,July,Central,Anchor Milk Powder,Dairy,Medium,Low,Medium,Yes,Poya,Yes,Yes,Medium,Medium,503.52,435
46,November,Western,Coconut Oil,Cooking Essentials,Low,Medium,High,Yes,None,No,Yes,High,High,798.29,850
43,October,North Western,Munchee Biscuits,Snacks,Low,Low,Low,No,Deepavali,Yes,Yes,Medium,Medium,768.35,2089
42,October,Uva,Necto,Beverages,Low,Medium,Low,Yes,None,No,Yes,Low,Low,495.73,1123
4,January,Uva,Frozen Fish,Frozen Foods,Medium,High,Low,Yes,Poya,Yes,Yes,Low,Low,568.42,483
32,August,Central,Wheat Flour,Cooking Essentials,Medium,Low,Medium,Yes,Poya,Yes,Yes,Medium,Medium,677.0,880
